 wl_air  species
-------- -------
3070.06  Tb II
3073.344 Er II
3075.897 Zn I
3076.928 Gd II
3095.07  Zr II
3095.872 Y II
3100.504 Gd II
3109.11  Hf II
3122.78  Au I
3124.262 Gd II
3125.919 Zr II
3129.76  Zr II
3130.42  Be II
3131.065 Be II
3131.26  Tm II
3133.452 Zr II
3135.168 Y II
3138.678 Zr II
3139.387 Pt I
3280.68  Ag I
3382.89  Ag I
3404.45  Pd I
3498.9   Ru I
3859.57  U II
3864.1   Mo I
3934     Ca II
3969     Ca II
4019.13  Th II
4077.71  Sr II
4129.2   Eu II
